Name,NetWorth,Country,Source,Rank,Age,Industry
Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54.0,Service
Alfredo Harp Helu & family,1.2,Mexico,banking,2378,77.0,Finance & Investments
Jaroslav Hascak,1.2,Slovakia,investments,2378,51.0,Finance & Investments
Hong Seok-joh,1.2,South Korea,convenience stores,2378,68.0,Fashion & Retail
Hu Xiaojun & family,1.2,China,Airline,2378,59.0,Service
Huang Shanbing & family,1.2,China,semiconductors,2378,64.0,Technology
Huang Yimeng,1.2,China,mobile games,2378,39.0,Media & Entertainment
Jonas Kamprad,1.2,Sweden,IKEA,2378,55.0,Finance & Investments
Mathias Kamprad,1.2,Sweden,IKEA,2378,51.0,Finance & Investments
Peter Kamprad,1.2,Sweden,IKEA,2378,57.0,Finance & Investments
Eugene Kaspersky,1.2,Russia,software,2378,55.0,Technology
Kim Dae-il,1.2,South Korea,mobile gaming,2378,41.0,Technology
Kim Jung-woong,1.2,South Korea,cosmetics,2378,46.0,Fashion & Retail
Kazutoshi Kobayashi,1.2,Japan,cosmetics,2378,58.0,Fashion & Retail
Masanori Kobayashi,1.2,Japan,cosmetics,2378,47.0,Fashion & Retail
Takao Kobayashi,1.2,Japan,cosmetics,2378,56.0,Fashion & Retail
Hakan Koc,1.2,Germany,online car sales,2378,36.0,Automotive
Andrei Komarov,1.2,Russia,manufacturing,2378,54.0,Manufacturing
Koo Bon-joon,1.2,South Korea,"electronics, household products",2378,69.0,Technology
Koo Bon-neung,1.2,South Korea,electronics,2378,72.0,Manufacturing
Koo Bon-sik,1.2,South Korea,LG,2378,62.0,Technology
Kwek Leng Peck,1.2,Singapore,diversified,2378,65.0,Diversified
Joe Lacob,1.2,United States,Golden State Warriors,2378,65.0,Sports
Guy Laliberté,1.2,Canada,Cirque du Soleil,2378,61.0,Media & Entertainment
Lee Jay-hyun,1.2,South Korea,"food products, entertainment",2378,61.0,Diversified
Li Fengluan,1.2,China,"steel, diversified",2378,59.0,Diversified
Lin Jie & family,1.2,China,pharmaceuticals,2378,52.0,Healthcare
Liu Baolin,1.2,China,pharmacies,2378,67.0,Fashion & Retail
Liu Gexin & family,1.2,China,pharmaceuticals,2378,69.0,Healthcare
Lou Guoqiang,1.2,China,copper,2378,64.0,Manufacturing
Lu Shenglin,1.2,China,machinery,2378,40.0,Manufacturing
Lu Zhilin,1.2,China,machinery,2378,38.0,Manufacturing
Frederic Luddy,1.2,United States,software,2378,66.0,Technology
Lun Ruixiang & family,1.2,China,real estate,2378,53.0,Real Estate
Alexander Lutsenko & family,1.2,Russia,agribusiness,2378,59.0,Food & Beverage
Bill Malhotra,1.2,Canada,real estate,2378,71.0,Real Estate
Jorge Mas,1.2,United States,Construction,2378,58.0,Construction & Engineering
Muneaki Masuda,1.2,Japan,retail,2378,70.0,Fashion & Retail
Andrei Molchanov,1.2,Russia,construction materials,2378,49.0,Construction & Engineering
Ulrich Mommert & family,1.2,Austria,lighting,2378,80.0,Automotive
Taichiro Motoe,1.2,Japan,Internet services,2378,45.0,Technology
Mou Jinxiang,1.2,China,chemicals,2378,67.0,Manufacturing
Udo Mueller,1.2,Germany,advertising,2378,59.0,Media & Entertainment
Nguyen Dang Quang,1.2,Vietnam,"consumer products, banking",2378,57.0,Food & Beverage
Simon Nixon,1.2,United Kingdom,price comparison website,2378,53.0,Technology
Liora Ofer,1.2,Israel,investments,2378,67.0,Finance & Investments
Roberto Ongpin,1.2,Philippines,diversified,2378,84.0,Diversified
Eren Ozmen,1.2,United States,aerospace,2378,62.0,Manufacturing
Fatih Ozmen,1.2,United States,aerospace,2378,63.0,Manufacturing
Chamath Palihapitiya,1.2,United States,★,2378,44.0,Finance & Investments
Murdaya Poo,1.2,Indonesia,diversified,2378,80.0,Diversified
G.V. Prasad,1.2,India,pharmaceuticals,2378,60.0,Healthcare
Michael Price,1.2,United States,investments,2378,68.0,Finance & Investments
Qin Qingping & family,1.2,China,coal & coke,2378,58.0,Energy
Qiu Dongxu,1.2,Canada,pharmaceutical,2378,61.0,Healthcare
Rao Wei & family,1.2,China,pharmaceuticals,2378,56.0,Healthcare
Andrei Rappoport,1.2,Russia,investments,2378,57.0,Finance & Investments
Dani Reiss,1.2,Canada,down jackets,2378,47.0,Fashion & Retail
Ren Zhengfei,1.2,China,telecom equipment,2378,77.0,Telecom
Duke Reyes,1.2,United States,beer distribution,2378,64.0,Food & Beverage
Boris Rotenberg,1.2,Russia,"construction, pipes, chemicals",2378,64.0,Construction & Engineering
Chris Sacca,1.2,United States,venture capital investing,2378,45.0,Finance & Investments
Alexander Samwer,1.2,Germany,tech investments,2378,46.0,Technology
Marc Samwer,1.2,Germany,tech investments,2378,50.0,Technology
Hajime Satomi,1.2,Japan,"video games, pachinko",2378,79.0,Gambling & Casinos
James Scapa,1.2,United States,software,2378,64.0,Technology
Albert Shigaboutdinov,1.2,Russia,"refinery, chemicals",2378,68.0,Diversified
Kavita Singhania,1.2,India,cement,2378,59.0,Manufacturing
Mike Speiser,1.2,United States,software,2378,50.0,Technology
Michael Steinhardt,1.2,United States,hedge funds,2378,80.0,Finance & Investments
Nik Storonsky,1.2,United Kingdom,fintech,2378,36.0,Technology
Sergei Sudarikov,1.2,Russia,"finance, development",2378,49.0,Finance & Investments
Winarko Sulistyo,1.2,Indonesia,paper and pulp,2378,75.0,Manufacturing
Rustem Sulteev,1.2,Russia,"refinery, chemicals",2378,67.0,Energy
Sam Tarascio,1.2,Australia,real estate,2378,76.0,Real Estate
Nutchamai Thanombooncharoen,1.2,Thailand,energy drinks,2378,59.0,Food & Beverage
Laurie Tisch,1.2,United States,"insurance, NFL team",2378,70.0,Diversified
Steven Tisch,1.2,United States,insurance,2378,72.0,Diversified
Robert Toll,1.2,United States,home building,2378,80.0,Real Estate
Thomas Tull,1.2,United States,"movies, investments",2378,50.0,Media & Entertainment
Thongma Vijitpongpun,1.2,Thailand,real estate,2378,63.0,Real Estate
Thomas von Koch,1.2,Sweden,asset management,2378,55.0,Finance & Investments
Wan Feng & family,1.2,China,medical equipment,2378,52.0,Healthcare
Wang Jianyi,1.2,China,fiber optic cables,2378,58.0,Technology
Wang Qunbin,1.2,China,conglomerate,2378,51.0,Diversified
Wang Ren-sheng,1.2,Taiwan,retail,2378,89.0,Fashion & Retail
Wang Shumin,1.2,China,manufacturing,2378,64.0,Manufacturing
Allan Wong,1.2,Hong Kong,electronics,2378,71.0,Manufacturing
Wu Li-gann,1.2,Taiwan,electronic components,2378,80.0,Manufacturing
Xiang Guangda,1.2,China,metals,2378,63.0,Metals & Mining
Xiong Haitao,1.2,China,plastics/investment,2378,57.0,Manufacturing
Xu Guifen & family,1.2,China,food,2378,70.0,Food & Beverage
Yao Liangbo,1.2,China,furniture retailing,2378,52.0,Fashion & Retail
Yi Xianzhong & family,1.2,China,pharmaceuticals,2378,61.0,Healthcare
Yu Xuefeng,1.2,Canada,pharmaceuticals,2378,58.0,Healthcare
Yuan Jiandong & family,1.2,China,pharmaceuticals,2378,51.0,Healthcare
Alan Zekelman,1.2,Canada,steel,2378,58.0,Manufacturing
Zhang Chuanwei & family,1.2,China,machinery,2378,58.0,Manufacturing
Zhang Xi,1.2,China,chemicals,2378,47.0,Manufacturing
Zhang Xuanning,1.2,China,retail,2378,50.0,Fashion & Retail
Zhao Dongping,1.2,China,technology,2378,44.0,Technology
Zheng Jianjiang & family,1.2,China,electrical equipment,2378,60.0,Manufacturing
Zheng Xiaodong,1.2,China,manufacturing,2378,57.0,Manufacturing
Zhou Minghua,1.2,China,pharmaceutical,2378,57.0,Healthcare
Zhou Ruxin,1.2,China,Navigation,2378,58.0,Technology
Zhou Wen & family,1.2,China,chemicals,2378,56.0,Manufacturing
Zhou Yifeng & family,1.2,China,liquefied petroleum gas,2378,42.0,Energy
Radhe Shyam Agarwal,1.1,India,consumer goods,2524,76.0,Fashion & Retail
Danna Azrieli,1.1,Israel,Real estate,2524,53.0,Real Estate
Naomi Azrieli,1.1,Canada,Real estate,2524,55.0,Real Estate
Sharon Azrieli,1.1,Canada,Real estate,2524,60.0,Real Estate
Bai Houshan,1.1,China,lithium battery,2524,57.0,Energy
Binny Bansal,1.1,India,flipkart,2524,38.0,Technology
Eduardo Belmont Anderson,1.1,Peru,cosmetics,2524,75.0,Fashion & Retail
John Bicket,1.1,United States,sensor systems,2524,41.0,Technology
Sanjit Biswas,1.1,United States,sensor systems,2524,39.0,Technology
Lloyd Blankfein,1.1,United States,banking,2524,66.0,Finance & Investments
Thomas Bruch,1.1,Germany,retail,2524,70.0,Fashion & Retail
Cao Jianwei,1.1,China,semiconductors,2524,42.0,Manufacturing
Chen Jiancheng,1.1,China,manufacturing,2524,62.0,Manufacturing
Chen Jinshi & family,1.1,China,"construction, real estate",2524,58.0,Real Estate
Chen Yuantai,1.1,China,batteries,2524,53.0,Energy
Cheng Antares,1.1,Hong Kong,liquor,2524,63.0,Food & Beverage
Ron Corio,1.1,United States,solar,2524,59.0,Energy
Trudy Shan Dai,1.1,China,e-commerce,2524,45.0,Technology
Weili Dai,1.1,United States,semiconductors,2524,59.0,Technology
Henry Davis,1.1,United States,beef processing,2524,70.0,Food & Beverage
Charles Dunstone,1.1,United Kingdom,mobile phones,2524,57.0,Telecom
Feng Yuxia,1.1,China,pharmaceuticals,2524,56.0,Healthcare
Paul Fireman,1.1,United States,Reebok,2524,77.0,Fashion & Retail
Richard Fortin,1.1,Canada,convinience stores,2524,72.0,Fashion & Retail
Donald Friese,1.1,United States,manufacturing,2524,80.0,Manufacturing
Soichiro Fukutake,1.1,Japan,education,2524,75.0,Service
Antonio Gallardo Ballart,1.1,Spain,pharmaceuticals,2524,85.0,Healthcare
Jorge Gallardo Ballart,1.1,Spain,pharmaceuticals,2524,79.0,Healthcare
Gao Xingjiang,1.1,China,steel,2524,57.0,Manufacturing
Rahul Gautam,1.1,India,mattresses,2524,68.0,Fashion & Retail
Simona Giorgetta,1.1,Italy,chemical products,2524,43.0,Construction & Engineering
Anne Gittinger,1.1,United States,Nordstrom department stores,2524,85.0,Fashion & Retail
Gaston Glock & family,1.1,Austria,guns,2524,92.0,Manufacturing
Radhe Shyam Goenka,1.1,India,consumer goods,2524,75.0,Fashion & Retail
David Golub,1.1,United States,private equity,2524,58.0,Finance & Investments
Guo Jianqiang,1.1,China,Electrical appliances,2524,53.0,Manufacturing
Polys Haji-Ioannou,1.1,Cyprus,EasyJet,2524,61.0,Service
Fahed Hariri,1.1,Lebanon,"construction, investments",2524,40.0,Construction & Engineering
Ho Kuang-chi,1.1,Taiwan,Restaurants,2524,58.0,Food & Beverage
Ming Hsieh,1.1,United States,Fulgent Genetics,2524,65.0,Healthcare
Hu Rongda & family,1.1,China,chemicals,2524,62.0,Manufacturing
Huang Qiaolong & family,1.1,China,tourism,2524,61.0,Service
Mohammed Ibrahim,1.1,United Kingdom,communications,2524,74.0,Telecom
Hedda im Brahm-Droege,1.1,Germany,investments,2524,66.0,Finance & Investments
Hiroshi Ishibashi,1.1,Japan,tires,2524,74.0,Automotive
Mitchell Jacobson,1.1,United States,industrial equipment,2524,70.0,Service
Jiang Xuefei & family,1.1,China,printed circuit boards,2524,51.0,Technology
Jin Lei & family,1.1,China,medical equipment,2524,66.0,Healthcare
Kenji Kasahara,1.1,Japan,social network,2524,45.0,Technology
Richard Kayne,1.1,United States,investments,2524,75.0,Finance & Investments
Chang-soo Kim,1.1,South Korea,apparel,2524,60.0,Fashion & Retail
Alexander Knauf,1.1,Germany,building materials,2524,46.0,Manufacturing
Gennady Kozovoy,1.1,Russia,coal,2524,69.0,Energy
Eduard Kucera,1.1,Czechia,software,2524,68.0,Technology
Lai Guogui & family,1.1,China,machinery,2524,57.0,Manufacturing
Lam Lung On & family,1.1,China,real estate,2524,56.0,Real Estate
Michiel Le Roux,1.1,South Africa,banking,2524,71.0,Finance & Investments
Lee Ho-jin,1.1,South Korea,diversified,2524,58.0,Diversified
Lee Joong-keun,1.1,South Korea,"construction, real estate",2524,80.0,Construction & Engineering
Manfredi Lefebvre d'Ovidio,1.1,Italy,cruises,2524,67.0,Service
Nancy Lerner,1.1,United States,"banking, credit cards",2524,60.0,Finance & Investments
Norma Lerner,1.1,United States,banking,2524,85.0,Finance & Investments
Randolph Lerner,1.1,United States,"banking, credit cards",2524,59.0,Finance & Investments
Li Qiong,1.1,China,online games,2524,43.0,Technology
Li Wenmei & family,1.1,China,medical equipment,2524,58.0,Healthcare
Lim Hariyanto Wijaya Sarwono,1.1,Indonesia,"palm oil, nickel mining",2524,92.0,Energy
Liu Shenghui,1.1,China,infant formula,2524,51.0,Food & Beverage
Lou Boliang & family,1.1,United States,pharmaceuticals,2524,57.0,Healthcare
Low Tuck Kwong,1.1,Indonesia,coal,2524,72.0,Energy
Lu Weiding,1.1,China,diversified,2524,50.0,Diversified
Lv Yongxiang,1.1,China,magnetic switches,2524,71.0,Manufacturing
"Cargill MacMillan, III.",1.1,United States,Cargill,2524,61.0,Food & Beverage
John MacMillan,1.1,United States,Cargill,2524,71.0,Food & Beverage
Martha MacMillan,1.1,United States,Cargill,2524,69.0,Food & Beverage
William MacMillan,1.1,United States,Cargill,2524,66.0,Food & Beverage
Yasseen Mansour,1.1,Egypt,diversified,2524,59.0,Diversified
John Martin,1.1,United States,pharmaceuticals,2524,69.0,Healthcare
Carsten Maschmeyer,1.1,Germany,finance and investments,2524,61.0,Finance & Investments
Bruce Mathieson,1.1,Australia,hotels,2524,77.0,Food & Beverage
John McConnell & family,1.1,United States,steel,2524,67.0,Manufacturing
Takanori Nakamura,1.1,Japan,cloud software,2524,48.0,Technology
Bruce Nordstrom,1.1,United States,Nordstrom department stores,2524,87.0,Fashion & Retail
Madeleine Olsson Ericksson,1.1,Sweden,diversified,2524,76.0,Diversified
Ou Xueming,1.1,China,real estate,2524,72.0,Real Estate
Mats Paulsson & family,1.1,Sweden,construction,2524,76.0,Construction & Engineering
Peng Hao,1.1,China,electronics,2524,53.0,Manufacturing
"Ricardo Po, Sr. & family",1.1,Philippines,canned food,2524,90.0,Food & Beverage
Forrest Preston,1.1,United States,health care,2524,88.0,Healthcare
Enrico Preziosi,1.1,Italy,toys,2524,73.0,Fashion & Retail
Pu Shulin,1.1,China,TV shows,2524,65.0,Media & Entertainment
Qiu Lingyun,1.1,China,consumer technology,2524,45.0,Technology
Vera Rechulski Santo Domingo,1.1,Brazil,beer,2524,72.0,Food & Beverage
M.Satyanarayana Reddy,1.1,India,pharmaceuticals,2524,63.0,Healthcare
Ruan Hongxian & family,1.1,China,pharmaceuticals,2524,54.0,Healthcare
Chanchai Ruayrungruang,1.1,China,real estate,2524,67.0,Real Estate
Daisuke Sasaki,1.1,Japan,software,2524,40.0,Technology
Jack Schuler,1.1,United States,pharmaceuticals,2524,80.0,Healthcare
Neerja Sethi,1.1,United States,"IT consulting, outsourcing",2524,66.0,Technology
Shin Dong-guk,1.1,South Korea,Pharmaceuticals,2524,71.0,Healthcare
Edgar Sia II,1.1,Philippines,fast food,2524,44.0,Food & Beverage
Michael S. Smith,1.1,United States,liquefied natural gas,2524,65.0,Energy
Su Rubo,1.1,China,real estate,2524,66.0,Real Estate
Sun Xishuang,1.1,China,real estate,2524,67.0,Real Estate
Sehat Sutardja,1.1,United States,semiconductors,2524,59.0,Technology
Susanto Suwarto,1.1,Indonesia,media,2524,65.0,Media & Entertainment
Tan Eng Kee,1.1,Malaysia,factory equipment,2524,51.0,Manufacturing
Tan Yu Wei,1.1,Malaysia,retail,2524,48.0,Fashion & Retail
Yoshikazu Tanaka,1.1,Japan,social network,2524,44.0,Technology
Hary Tanoesoedibjo,1.1,Indonesia,media,2524,55.0,Media & Entertainment
Mehmet Sinan Tara,1.1,Turkey,construction,2524,62.0,Construction & Engineering
Shirou Terashita,1.1,Japan,investor relations consulting,2524,62.0,Service
Carl Thoma,1.1,United States,investments,2524,72.0,Finance & Investments
Sunil Vachani,1.1,India,electronics,2524,52.0,Manufacturing
Jan Van Geet,1.1,Belgium,real estate developer,2524,49.0,Real Estate
Sekar Vembu,1.1,India,business software,2524,49.0,Technology
Wang Han,1.1,China,airline,2524,33.0,Diversified
Wang Jianliang,1.1,China,consumer technology,2524,45.0,Technology
Wang Kunxiao,1.1,China,oilfield equipment,2524,51.0,Manufacturing
Wen Pengcheng & family,1.1,China,agribusiness,2524,58.0,Food & Beverage
Wen Yibo & family,1.1,China,wastewater treatment,2524,55.0,Service
Anne Werninghaus,1.1,Brazil,industrial machinery,2524,35.0,Manufacturing
Dan Wilks,1.1,United States,natural gas,2524,64.0,Energy
Wong Hei & family,1.1,China,conglomerate,2524,59.0,Diversified
Wong Hong King,1.1,China,real estate,2524,59.0,Real Estate
Wu Chung-yi,1.1,Taiwan,manufacturing,2524,65.0,Manufacturing
Wu Eddie Yongming,1.1,China,e-commerce,2524,46.0,Technology
Eugene Wu,1.1,Taiwan,finance,2524,75.0,Finance & Investments
Wu Wei,1.1,China,education,2524,53.0,Service
Xiao Guoqing,1.1,China,education,2524,52.0,Service
George Yancopoulos,1.1,United States,pharmaceuticals,2524,61.0,Healthcare
Yao Lisheng,1.1,China,electronics,2524,51.0,Technology
Yu Faxiang,1.1,China,"tourism, cultural industry",2524,49.0,Media & Entertainment
Yuan Jinhua,1.1,China,Manufacturing,2524,61.0,Manufacturing
Igor Yusufov,1.1,Russia,oil & gas,2524,64.0,Energy
Zan Shengda,1.1,China,diversified,2524,58.0,Diversified
Zeng Huansha,1.1,China,real estate,2524,53.0,Real Estate
Zhang Xuewu,1.1,China,snacks,2524,46.0,Food & Beverage
Zhang Yuxiang & family,1.1,China,apparel,2524,56.0,Fashion & Retail
Zhao Tongtong,1.1,Canada,Hotels,2524,54.0,Service
Tony Zhao,1.1,China,software,2524,49.0,Technology
Zhong Peifeng,1.1,United States,semiconductor,2524,58.0,Telecom
Zhou Ping & family,1.1,China,utilities,2524,58.0,Service
Zhou Yahui,1.1,China,online games,2524,44.0,Technology
Boris Zingarevich,1.1,Russia,"pulp and paper, diversified",2524,61.0,Diversified
Ahmet Nazif Zorlu,1.1,Turkey,diversified,2524,76.0,Diversified
A. Jayson Adair,1.0,United States,damaged cars,2674,51.0,Automotive
Albert Avdolyan,1.0,Russia,"oil, mining",2674,50.0,Energy
Baiju Bhatt,1.0,United States,stock trading app,2674,36.0,Finance & Investments
"Wilbur 'Ed' Bosarge, Jr.",1.0,United States,high speed trading,2674,81.0,Finance & Investments
Ina Chan,1.0,Hong Kong,casinos,2674,67.0,Gambling & Casinos
Chang Byung-gyu,1.0,South Korea,Bluehole,2674,47.0,Technology
Chung Mong-joon,1.0,South Korea,"shipbuilding, industrial machines",2674,69.0,Manufacturing
GT Dave,1.0,United States,kombucha,2674,44.0,Food & Beverage
Mukand Lal Dua,1.0,India,footwear,2674,72.0,Fashion & Retail
Ramesh Kumar Dua,1.0,India,footwear,2674,67.0,Fashion & Retail
Jose Elias,1.0,Spain,wind power,2674,44.0,Energy
Larry Fink,1.0,United States,money management,2674,68.0,Finance & Investments
Horst-Otto Gerberding,1.0,Germany,flavors and fragrances,2674,68.0,Food & Beverage
Gim Seong-gon,1.0,South Korea,renewable energy,2674,67.0,Manufacturing
Gou Yiqun,1.0,China,restaurant,2674,48.0,Food & Beverage
Clelia Haji-Ioannou,1.0,Cyprus,EasyJet,2674,50.0,Service
Hang Hong,1.0,China,machinery,2674,53.0,Manufacturing
Ronnen Harary,1.0,Canada,toys,2674,49.0,Manufacturing
David Harding,1.0,United Kingdom,finance,2674,59.0,Finance & Investments
David Helgason,1.0,Iceland,game software,2674,43.0,Technology
Hou Jianbin,1.0,China,education,2674,39.0,Service
Hur Young-in,1.0,South Korea,"bakeries, fast food",2674,71.0,Food & Beverage
Jiang Long,1.0,China,Manufacturing,2674,47.0,Technology
Morris Kahn,1.0,Israel,software,2674,91.0,Technology
Ashok Kajaria,1.0,India,tiles,2674,73.0,Manufacturing
T.S. Kalyanaraman,1.0,India,jewelry,2674,73.0,Fashion & Retail
Kim Kardashian West,1.0,United States,"cosmetics, reality TV",2674,40.0,Fashion & Retail
David Katzman,1.0,United States,teeth aligners,2674,61.0,Service
Bom Kim,1.0,United States,online retailing,2674,42.0,Technology
Masatoshi Kumagai,1.0,Japan,internet services,2674,57.0,Technology
Lev Kvetnoi,1.0,Russia,cement,2674,55.0,Finance & Investments
Vladimir Leschikov,1.0,Russia,real estate,2674,64.0,Real Estate
Li Yinan,1.0,China,Investments,2674,51.0,Finance & Investments
Liu Qingfeng,1.0,China,software,2674,48.0,Technology
Jose Llado Fernandez-Urrutia,1.0,Spain,construction,2674,87.0,Construction & Engineering
Kenneth Lo,1.0,United Kingdom,textiles,2674,82.0,Finance & Investments
Ma Hong,1.0,China,machinery,2674,50.0,Manufacturing
Sergei Makhlai,1.0,Russia,fertilizers,2674,52.0,Manufacturing
Rafique Malik,1.0,India,footwear,2674,70.0,Fashion & Retail
Mao Huihua,1.0,Canada,pharmaceuticals,2674,59.0,Healthcare
Mofatraj Munot,1.0,India,real estate,2674,76.0,Real Estate
Vitaly Orlov,1.0,Russia,fisheries,2674,56.0,Food & Beverage
George Pedersen,1.0,United States,defense contractor,2674,85.0,Manufacturing
David Penaloza Alanis,1.0,Mexico,toll roads,2674,47.0,Construction & Engineering
Tyler Perry,1.0,United States,"movies, television",2674,51.0,Media & Entertainment
Anton Rabie,1.0,Canada,toys,2674,49.0,Manufacturing
Jorge Rodriguez Rodriguez,1.0,Peru,processed milk,2674,75.0,Diversified
Hartley Rogers,1.0,United States,asset management,2674,61.0,Finance & Investments
Alan Rydge,1.0,Australia,entertainment,2674,68.0,Media & Entertainment
Shin Dong-joo,1.0,South Korea,retail,2674,67.0,Fashion & Retail
Scott Smith,1.0,United States,cloud computing,2674,71.0,Technology
Zakhar Smushkin,1.0,Russia,"pulp and paper, diversified",2674,59.0,Diversified
Marco Squinzi,1.0,Italy,chemical products,2674,49.0,Construction & Engineering
Veronica Squinzi,1.0,Italy,chemical products,2674,49.0,Construction & Engineering
Axel Stawski,1.0,United States,real estate,2674,70.0,Real Estate
Manny Stul,1.0,Australia,toys,2674,71.0,Manufacturing
Vlad Tenev,1.0,United States,stock trading,2674,34.0,Finance & Investments
Rit Thirakomen,1.0,Thailand,restaurants,2674,69.0,Food & Beverage
Tong Judy Wenhong,1.0,China,e-commerce,2674,51.0,Technology
Tsai Chi-jui,1.0,Taiwan,shoes,2674,81.0,Fashion & Retail
Surin Upatkoon,1.0,Thailand,"telecom, lotteries, insurance",2674,71.0,Diversified
Ruben Vardanyan,1.0,Russia,investment banking,2674,52.0,Finance & Investments
Murat Vargi,1.0,Turkey,telecom,2674,73.0,Telecom
Vlad Vendrow & family,1.0,United States,software,2674,53.0,Technology
Wang Qiangxiang,1.0,China,artificial turf,2674,49.0,Service
Wang Wenjian,1.0,China,optical devices,2674,74.0,Technology
J. Wayne Weaver,1.0,United States,Shoes,2674,85.0,Diversified
Sandy Weill,1.0,United States,Citigroup,2674,88.0,Finance & Investments
Xia Zhisheng & family,1.0,China,home appliances,2674,79.0,Technology
Xu Jin,1.0,China,wine,2674,56.0,Food & Beverage
Vadim Yakunin,1.0,Russia,pharmacy,2674,58.0,Healthcare
Mark Haoyong Yang,1.0,China,e-commerce,2674,46.0,Technology
Yao Hsiao Tung,1.0,Singapore,Manufacturing,2674,81.0,Manufacturing
Yu De-Chao,1.0,United States,pharmaceuticals,2674,57.0,Healthcare
Daniel Yong Zhang,1.0,China,e-commerce,2674,49.0,Technology
Zhang Yuqiang,1.0,China,Fiberglass,2674,65.0,Manufacturing
Zhao Meiguang,1.0,China,gold mining,2674,58.0,Metals & Mining
Zhong Naixiong,1.0,China,conglomerate,2674,58.0,Diversified
Zhou Wei family,1.0,China,Software,2674,54.0,Technology
